-0.000000,-0.000000,0.000000
0.009360,-0.009148,0.000000
0.046581,-0.038846,0.000000
0.096332,-0.067455,0.000000
0.153097,-0.089668,0.000000
0.214763,-0.105108,0.000000
0.280033,-0.114411,0.000000
0.347862,-0.118383,0.000000
0.417808,-0.118662,0.000000
0.490386,-0.118662,0.000000
0.564238,-0.118503,0.000000
0.637469,-0.116903,0.000000
0.708917,-0.113322,0.000000
0.778049,-0.108002,0.000000
0.844521,-0.101320,0.000000
0.908077,-0.093644,0.000000
0.968521,-0.085298,0.000000
1.025709,-0.076568,0.000000
1.079542,-0.067695,0.000000
1.129963,-0.058886,0.000000
1.176953,-0.050309,0.000000
1.220523,-0.042105,0.000000
1.260716,-0.034386,0.000000
1.297598,-0.027240,0.000000
1.331258,-0.020730,0.000000
1.361801,-0.014902,0.000000
1.389351,-0.009785,0.000000
1.414039,-0.005392,0.000000
1.436009,-0.001725,0.000000
1.455411,0.001228,0.000000
1.472400,0.003484,0.000000
1.487133,0.005072,0.000000
1.499769,0.006024,0.000000
1.510464,0.006378,0.000000
1.519262,0.006382,0.000000
1.526176,0.006382,0.000000
1.531425,0.006382,0.000000
1.535213,0.006382,0.000000
1.537732,0.006382,0.000000
1.539159,0.006382,0.000000
1.539655,0.006382,0.002847
1.539657,0.006382,0.045299
1.539657,0.006382,0.051752
1.539657,0.006382,0.051752
1.539657,0.006382,0.051752
1.539657,0.006382,0.051752
1.539657,0.006382,0.051752
1.531009,0.022309,0.051752
1.500370,0.085187,0.051752
1.471175,0.158950,0.051752
1.449057,0.233237,0.051752
1.434273,0.305932,0.051752
1.426079,0.376557,0.051752
1.423591,0.444959,0.051752
1.423672,0.513292,0.051752
1.425115,0.580931,0.051752
1.428778,0.645753,0.051752
1.434458,0.707351,0.051752
1.441750,0.765708,0.051752
1.450248,0.820883,0.051752
1.459585,0.872954,0.051752
1.469438,0.922006,0.051752
1.479528,0.968124,0.051752
1.489617,1.011398,0.051752
1.499504,1.051919,0.051752
1.509024,1.089782,0.051752
1.518042,1.125084,0.051752
1.526453,1.157924,0.051752
1.534179,1.188403,0.051752
1.541163,1.216626,0.051752
1.547370,1.242695,0.051752
1.552781,1.266715,0.051752
1.557393,1.288794,0.051752
1.561218,1.309034,0.051752
1.564274,1.327542,0.051752
1.566593,1.344421,0.051752
1.568210,1.359771,0.051752
1.569169,1.373694,0.051752
1.569514,1.386286,0.051752
1.569517,1.397433,0.051752
1.569517,1.407056,0.051752
1.569517,1.415424,0.051752
1.569517,1.422751,0.051752
1.569517,1.429205,0.051752
1.569517,1.434921,0.051752
1.569517,1.440004,0.051752
1.569517,1.444542,0.051752
1.569517,1.448607,0.051752
1.569517,1.452258,0.051752
1.569517,1.455544,0.051752
1.569517,1.458506,0.051752
1.569517,1.461182,0.051752
1.569517,1.463602,0.051752
1.569517,1.465792,0.051752
1.569517,1.467777,0.051752
1.569517,1.469576,0.051752
1.569517,1.471208,0.051752
1.569517,1.472689,0.051752
1.569517,1.474034,0.051752
1.569517,1.475255,0.051752
1.569517,1.476364,0.051752
1.569517,1.477372,0.051752
1.569517,1.478288,0.051752
1.569517,1.479121,0.051752
1.569517,1.479878,0.051752
1.569517,1.480566,0.051752
1.569517,1.481191,0.051752
1.569517,1.481760,0.051752
1.569517,1.482276,0.051752
1.569517,1.482747,0.051752
1.569517,1.483174,0.051752
1.569517,1.483563,0.051752
1.569517,1.483916,0.051752
1.569517,1.484237,0.051752
1.569517,1.484530,0.051752
1.569517,1.484795,0.051752
1.569517,1.485037,0.051752
1.569517,1.485257,0.051752
1.569517,1.485387,0.092217
1.569517,1.485387,0.143711
1.569517,1.485387,0.153103
1.569517,1.485387,0.153103
1.569517,1.485387,0.153103
1.569517,1.485387,0.153103
1.569517,1.485387,0.153103
1.548089,1.502500,0.153103
1.445838,1.565746,0.153103
1.299301,1.624831,0.153103
1.126418,1.664058,0.153103
0.935394,1.681531,0.153103
0.730420,1.680912,0.153103
0.514059,1.668171,0.153103
0.292025,1.642686,0.153103
0.067957,1.605988,0.153103
-0.155533,1.560296,0.153103
-0.376365,1.507829,0.153103
-0.592834,1.450611,0.153103
-0.803536,1.390417,0.153103
-1.007323,1.328765,0.153103
-1.203264,1.266926,0.153103
-1.390620,1.205941,0.153103
-1.568818,1.146643,0.153103
-1.737431,1.089683,0.153103
-1.896161,1.035551,0.153103
-2.044828,0.984607,0.153103
-2.183356,0.937096,0.153103
-2.311764,0.893174,0.153103
-2.430153,0.852922,0.153103
-2.538702,0.816359,0.153103
-2.637654,0.783457,0.153103
-2.727311,0.754149,0.153103
-2.808020,0.728337,0.153103
-2.880169,0.705897,0.153103
-2.944178,0.686687,0.153103
-3.000490,0.670549,0.153103
-3.049567,0.657312,0.153103
-3.091879,0.646799,0.153103
-3.127902,0.638825,0.153103
-3.158112,0.633203,0.153103
-3.182980,0.629742,0.153103
-3.202968,0.628254,0.153103
-3.218310,0.628164,0.153103
-3.228890,0.628164,0.153103
-3.235318,0.628164,0.153103
-3.238202,0.628164,0.153103
-3.238495,0.628164,0.205535
-3.238495,0.628164,0.245668
-3.238495,0.628164,0.250714
-3.238495,0.628164,0.250714
-3.238495,0.628164,0.250714
-3.238495,0.628164,0.250714
-3.238495,0.628164,0.250714
-3.212624,0.599146,0.250714
-3.117218,0.505532,0.250714
-2.995286,0.408354,0.250714
-2.861525,0.324008,0.250714
-2.720852,0.254734,0.250714
-2.575757,0.199576,0.250714
-2.428045,0.156954,0.250714
-2.279244,0.125255,0.250714
-2.130701,0.102959,0.250714
-1.983603,0.088665,0.250714
-1.838994,0.081096,0.250714
-1.697765,0.079076,0.250714
-1.559338,0.079076,0.250714
-1.424064,0.079085,0.250714
-1.293643,0.079850,0.250714
-1.169537,0.082364,0.250714
-1.052284,0.086492,0.250714
-0.942092,0.091805,0.250714
-0.839033,0.097866,0.250714
-0.743101,0.104288,0.250714
-0.654227,0.110742,0.250714
-0.572289,0.116961,0.250714
-0.497122,0.122724,0.250714
-0.428520,0.127861,0.250714
-0.366246,0.132238,0.250714
-0.310037,0.135760,0.250714
-0.259607,0.138362,0.250714
-0.214657,0.140009,0.250714
-0.174875,0.140685,0.250714
-0.140111,0.140704,0.250714
-0.110335,0.140704,0.250714
-0.085129,0.140704,0.250714
-0.064073,0.140704,0.250714
-0.046763,0.140704,0.250714
-0.032810,0.140704,0.250714
-0.021845,0.140704,0.250714
-0.013520,0.140704,0.250714
-0.007509,0.140704,0.250714
-0.003509,0.140704,0.250714
-0.001242,0.140704,0.250714
-0.000416,0.140643,0.250714
-0.000388,0.139976,0.250714
-0.000388,0.138230,0.250714
-0.000388,0.135772,0.250714
-0.000388,0.132890,0.250714
-0.000388,0.129789,0.250714
-0.000388,0.126612,0.250714
-0.000388,0.123457,0.250714
-0.000388,0.120390,0.250714
-0.000388,0.117455,0.250714
-0.000388,0.114677,0.250714
-0.000388,0.112070,0.250714
-0.000388,0.109639,0.250714
-0.000388,0.107383,0.250714
-0.000388,0.105299,0.250714
-0.000388,0.103379,0.250714
-0.000388,0.101615,0.250714
-0.000388,0.099997,0.250714
-0.000388,0.098515,0.250714
-0.000388,0.097161,0.250714
-0.000388,0.095923,0.250714
-0.000388,0.094794,0.250714
-0.000388,0.093764,0.250714
-0.000388,0.092824,0.250714
-0.000388,0.091969,0.250714
-0.000388,0.091190,0.250714
-0.000388,0.090480,0.250714
-0.000388,0.089834,0.250714
-0.000388,0.089246,0.250714
-0.000388,0.088711,0.250714
-0.000388,0.088224,0.250714
-0.000388,0.087781,0.250714
-0.000388,0.087379,0.250714
-0.000388,0.087012,0.250714
-0.000388,0.086679,0.250714
-0.000388,0.086376,0.250714
-0.000388,0.086100,0.250714
-0.000388,0.085849,0.250714
-0.000388,0.085621,0.250714
-0.000389,0.085418,0.228094
-0.000390,0.085418,0.072962
-0.000390,0.085418,0.017071
-0.000390,0.085418,0.001026
-0.000390,0.085418,0.001026
-0.000390,0.085418,0.001026
-0.000390,0.085418,0.001026
-0.000390,0.085418,0.001026
